,meanHR,minHR,maxHR,sdHR,modeHR,nNN,meanNN,SDSD,CVNN,SDNN,pNN50,pNN20,RMSSD,medianNN,q20NN,q80NN,minNN,maxNN,triHRV,max_ecg,min_ecg,mean_ecg,sd_ecg,ku_ecg,sk_ecg,median_ecg,q1_ecg,q3_ecg,q05_ecg,q95_ecg,totalpower,LF,HF,ULF,VLF,VHF,LF/HF,rLF,rHF,peakLF,peakHF,SD1,SD2,SD1SD2,apEn,sampEn,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv,max_eda,min_eda,mean_eda,sd_eda,ku_eda,sk_eda,median_eda,dynrange,scl_slope,max_scr,min_scr,mean_scr,sd_scr,max_scl,min_scl,mean_scl,sd_scl,nSCR,aucSCR,meanAmpSCR,maxAmpSCR,meanRespSCR,sumAmpSCR,sumRespSCR
45lx_Video2,52.71213225139925,44.31314623338257,169.4915254237288,19.561852824770625,125.17837919034623,49.32203389830509,1205.7938144329896,144.2469670391721,193.42991688268884,0.16041707509807304,38.52233676975945,107.45704467353951,144.2471836813461,1272.0,1200.0,1303.6,354.0,1354.0,0.770656779661017,4.892322316999435,-3.5648413658290337,-4.13708165897771e-05,0.6354738848178634,13.745908513119666,1.7679914203328433,0.00109513860770458,-0.0429614257905979,0.06693622130311805,-0.7477543113565721,0.5878815679846585,439.9640542446096,65.11553037333721,84.49109205916103,0.0,273.0723336650243,17.285098147087094,0.7706792371406802,43.524497321445125,56.47550267855489,0.05263157894736842,0.22807017543859648,50.999004279495495,127.45051803979105,0.4001474851877276,0.004637645444462102,0.012941942709007403,15.202061738656264,5.855943782939684,18.90359168241966,3.4773500272785207,13.047647899479976,13.220338983050848,4347.538461538462,1998.5549435529663,1816.87519639901,0.41790894145559165,1998.5646849676896,3707.0,3408.0,4240.0,3174.0,10246.0,2260.52,915.6658831691831,1805.0,1719.8,2428.400000000003,1598.0,4708.0,1.985354214799769,0.518499898159275,1.904923331164517,1.747206016501,2.203876250027295,1.2793128906766198,4.083919045067816,30526.075471698114,16832.32845567086,32542.0,11634.6,45996.600000000006,550.0,58048.0,3.112231137903496,-2.0942417040024837,1.3488268882225631e-17,0.7383612742220367,1.4004648581568189,0.2707004827165971,-0.012521183565107064,-0.42659173395486905,0.45333915070174735,-1.1965682655226344,1.1286027929756761,864678.0828506985,843124.9191285075,21551.497314158347,0.0,1.666408032586837,39.12140798563509,97.50756503770248,2.4924349622975246,0.0703125,0.1640625,706.5958765801,1099.5903419001095,0.6425992023166475,0.11324760631490349,1.8534551083526292,-1.8529945075693175,7.657495767668896e-05,0.999395426549174,-1.1754889758339802,-0.13948455065710894,0.13776716543548206,-1.0002485710461797,-0.02785737413553395,0.42147148437882276,-0.4461844011494559,-0.001082348621984756,0.07599115147689837,1.507359080509213,-1.698872355169626,0.004001060469913219,0.9892433238751809,3.5593220338983054,-63.89731667297575,0.16599777586926182,0.8676558855282787,1.8411428571428576,0.5908395412295759,6.553220338983053
4e8r_Baseline,80.9268770292096,62.37006237006237,93.45794392523365,8.345528392093952,31.08788155517128,79.0,749.7974683544304,23.203527356595963,81.84121392909711,0.10915109397303359,2.5316455696202533,39.24050632911392,23.218030129124287,734.0,667.2,816.4000000000001,642.0,962.0,5.266666666666667,6.041568691915524,-4.981790051931471,0.0021896760784448446,0.9396966174914911,16.12552193058763,0.9732109959285468,0.002311703574558111,-0.09219782065593665,0.08995612771217479,-0.5213999102369804,0.3016679785629727,471.5028540374426,359.4235792687839,105.09419704894827,0.0,0.0,6.985077719710416,3.420013562702992,77.37563503338065,22.62436496661936,0.1415929203539823,0.17699115044247787,8.203685770648285,57.598111134929034,0.14242977085533887,0.00463021768876537,0.016155440222285256,12.640636619000942,7.286859363614282,19.867549668874172,4.424358900324002,12.580690305259889,10.0,5376.4,2638.958174529028,1859.2742239917166,0.34582140911980447,2639.2098144036304,4921.0,3346.4,7297.200000000001,3020.0,8234.0,2986.25,789.5480906822586,2971.0,2181.0,3807.6,1950.0,4015.0,1.7852553150131605,0.3933596702680013,1.8805145674932007,1.3155545416001868,2.0606786545954865,1.1347126801411065,2.4257687269016524,14636.85,8719.320433812489,14717.5,6280.800000000001,23811.4,640.0,27522.0,1.4637982937030367,-1.3819738414119282,-3.789561257387201e-18,0.6293332422958219,-0.6945766392228903,-0.06537805356164203,0.0053025392271294595,-0.42001461925225886,0.4753567094175047,-1.0490595134112017,0.9907243714375737,232349.41134066426,207396.9529074127,24951.29173630101,0.0,1.1666969505525384,8.31207278161379,89.26125231780352,10.738747682196479,0.12244897959183673,0.16326530612244897,933.0126102385741,866.961808719264,1.076186518085364,0.0332689204541623,2.819460826387843,-1.7794788968860527,-8.632878634006526e-05,0.9872900029961736,0.23244309098668614,0.66012674080666,-0.1240930592628115,-1.5844306056799418,-0.028306635224615517,1.5391648214879918,-1.340608041396099,0.011082171622978337,0.5897805684817944,1.360523305314926,-0.8724977433358918,-0.02790374193401297,0.6660850121511828,9.0,332.70371749259823,1.3097371261943658,2.598742581234413,1.9045,11.787634135749292,15.236
4e8r_Breathing,76.36881267748412,61.224489795918366,100.67114093959732,8.56090161959656,39.446651143678956,75.33333333333333,795.2212389380531,35.047893580705306,86.1141179994257,0.1082895096142344,27.87610619469027,153.98230088495578,35.05475082717827,796.0,726.0,872.0,596.0,980.0,2.597701149425287,5.962997918666151,-5.24220832779266,-1.563345856509557e-05,0.9117353911328524,15.879287163328186,0.09304336588718937,-0.0023283471492206104,-0.09352982430275131,0.10633724281792795,-0.4663311103787918,0.4266455610657518,1296.0025209731887,539.7123446228397,593.6827904611644,0.0,120.38373513887026,42.22365075031414,0.9090921166901248,47.61908075270129,52.38091924729872,0.09375,0.21875,12.391301608610595,59.54706689089431,0.20809256031560175,0.0008969122475250835,0.006096486517277022,8.27810141898233,5.5381207310319365,16.58374792703151,3.0363768188610707,11.045627195999574,7.333333333333333,7932.363636363636,2649.8900298065255,1957.0166196501189,0.24671292307865714,2655.156098002885,8094.0,6597.2,9504.0,3618.0,10834.0,3810.6363636363635,1048.6315561224867,3966.0,3227.8,4749.2,1504.0,5444.0,1.9646273529898526,0.35549693669296445,1.9206183643557262,1.6069760718798176,2.2060494538109796,1.3822242766799722,2.959778147364921,41992.13043478261,25224.01083647561,41013.5,16684.0,66702.0,1270.0,88526.0,2.1156814554222105,-1.425510634537476,2.400055463011894e-17,0.6514126580498037,-0.33811970742193553,0.4349102730533435,-0.08681844026038922,-0.4911685403953181,0.45199252157372233,-0.9389808951522387,1.169985413131446,1050604.4663138539,1017319.6725980294,33283.496235981496,0.0,1.2974798429113648,30.565288736050647,96.83196308336663,3.1680369166333717,0.09375,0.1640625,936.8776047374083,1025.4383609947242,0.913636197331834,0.084208499105344,3.349997828069283,-1.7790521739456724,6.264750651442025e-05,0.9978776727896477,1.1655537361997679,1.0720587267800987,-0.2817645545552111,-1.8830239366389618,-0.016188532610687197,0.7755152190291967,-0.6841841852366266,0.0007012661779907328,0.23224266215174247,2.600029236923577,-1.4479885448637377,-0.0009318528792858665,0.9526199433646376,6.666666666666667,63.22975309850875,0.5377718466214455,1.178004749582834,1.7931764705882354,3.5851456441429703,10.161333333333333
4e8r_Counting1,104.03519702363069,82.87292817679558,116.27906976744185,9.510901157263136,33.40614159064627,102.0,582.0,9.772272212022347,57.89307249695126,0.09947263315627365,0.0,4.901960784313726,9.884481286189464,558.0,536.0,633.6,516.0,724.0,7.285714285714286,5.147986299399354,-4.791314913571634,-7.130445985181896e-05,0.9354471212275114,11.35510744327413,-0.6298322280780144,0.00969078925215178,-0.10327702183026236,0.12937423602556494,-0.6373873961280824,0.6903979479973209,99.2776663291187,69.69551772936968,28.060936905983777,0.0,0.0,1.5212116937652445,2.4837202678898316,71.29505462257671,28.704945377423275,0.07017543859649122,0.17543859649122806,3.455019974360932,40.50102233905675,0.08530698177041122,0.006857115775364964,0.007532992307545148,14.016412450062303,8.314855875831485,17.964071856287426,3.077630198419324,9.64921598045594,12.0,4523.833333333333,1911.3192709152231,1137.201377163351,0.25138003400435127,1916.229441566764,4287.0,3472.8,5479.200000000001,3340.0,7216.0,3004.1111111111113,1064.3999294797718,2828.0,2175.8,3657.8,1815.0,5322.0,1.432631412621427,0.21597072903804568,1.3798650421483603,1.3171831752831855,1.6077908298011927,0.9720318522650484,1.861999784969099,14197.08695652174,8601.314691791085,12968.0,5752.400000000001,22965.800000000003,500.0,28691.0,1.0288296752384676,-1.5379666893262363,-1.3263464400855203e-17,0.49958596987909837,0.203347657727746,-0.5784891602415381,0.04211365785065109,-0.32499388674982543,0.38244384188555913,-0.9072188211031829,0.71446206873063,175477.47942598595,100309.34820547255,75166.53059533912,0.0,1.6006251742938735,1.3344948531080996,57.164180564860956,42.83581943513905,0.0851063829787234,0.1702127659574468,675.753408738341,465.298029437421,1.4523023223532148,0.08701137698962969,2.2472181466938745,-1.9614280304313805,-0.0004821729607327749,0.9951302780807874,-0.5034553024230726,0.0445001998896198,-0.04612385807859806,-1.145705124954108,-0.04420437412439818,1.020520487579028,-0.7765728930772983,0.01778095240265064,0.3783813759689567,1.3115846549234516,-1.5474090729313985,-0.023731394060127635,0.8585274890743974,7.0,533.7950825528585,0.7746900686549772,1.5423202724976708,2.0476666666666667,5.422830480584841,12.286
4e8r_Counting2,105.16190416586034,97.40259740259741,116.27906976744185,4.619750450406551,18.876472364844446,104.0,571.6346153846154,8.985026452312784,24.74759416912608,0.04329267945482107,0.0,2.8846153846153846,8.989746046501121,572.0,549.2,594.8,516.0,616.0,11.555555555555555,5.132774024770128,-4.769652494194516,0.00041665542062427027,0.9373679833378791,10.923148201880803,-0.3269623015496732,0.02178496687434993,-0.10899594806352157,0.12109959605504972,-0.6926834795183208,0.7978592222883281,133.40198994443526,90.1173450954935,41.22956190223862,0.0,0.0,2.05508294670311,2.1857458808118078,68.61017678707083,31.38982321292918,0.14035087719298245,0.17543859649122806,3.1766865667854383,17.13983288253998,0.1853394130826951,0.003541068131555747,0.01189945390974066,11.722242457951584,5.627462014631401,14.763779527559056,2.748244652211633,9.136317512927654,10.0,5550.0,3113.8968956186086,1914.187451635811,0.34489863993438036,3115.662939978514,4742.0,4315.599999999999,6256.8,4064.0,10662.0,2822.6666666666665,898.4085930132236,2688.0,1935.4,3532.2,1701.0,4542.0,1.720035594115292,0.43830611166002265,1.6850571890344552,1.4019027435254907,1.8094773829071569,1.1527055956032826,2.670963646751104,13348.380952380952,8328.971499280548,12737.0,4798.0,20269.0,471.0,28221.0,1.740532407309761,-2.7762781053428265,5.3053857603420813e-17,0.7021179049758629,2.8926650205767173,-0.9607861045259878,0.0450055090567022,-0.3239603572731604,0.3819461665019983,-1.2502858241187984,1.0513157430882867,87542.9403003108,65522.05449103434,22019.38666503836,0.0,1.4991442380994606,2.975653022845911,74.8468995092493,25.153100490750703,0.12162162162162163,0.16216216216216217,1100.9288054038284,878.7871060602663,1.25278215600984,0.10536051565782678,2.7346807353858194,-1.4689514020236543,-0.0003347588977346883,0.9939082689013544,0.8418694756396681,1.1201919520556396,-0.1562902563542375,-1.861655008884891,-0.04678435196914344,0.9134304574361589,-0.7075117283027886,0.02521837620082058,0.2811545041441276,1.821495535795528,-1.1954887373047978,-0.03998769060033522,0.8778888610713796,8.0,756.9013446296455,0.23613587200982092,0.8085059733291531,0.685,1.8890869760785673,5.48
4e8r_Counting3,85.48139489117787,72.63922518159806,94.33962264150944,5.5451020201697965,21.700397459911372,84.0,705.0,21.36375268701908,47.813626270581665,0.06782074648309457,3.571428571428571,23.809523809523807,21.39248826613836,694.0,662.0,738.8,636.0,826.0,8.4,5.713875771667967,-6.675488092516902,-0.0022465902232331335,0.9254859003818644,14.320558307294384,0.3209603696246794,0.006434855054161004,-0.1120227176254101,0.10869036744524663,-0.4954100867259922,0.363642152702329,578.7979036191953,305.838372100525,262.1864352602046,0.0,0.0,10.773096258465728,1.1664919727712018,53.84243225600874,46.15756774399125,0.10526315789473684,0.21052631578947367,7.553227198291758,32.967946092973406,0.22910821247374,0.00255106971006569,0.016901810802603254,9.71552291312722,5.6742954416493285,16.920473773265652,3.93416299866982,11.246178331616324,7.0,7143.714285714285,3128.1947935936896,2492.3593936145676,0.3488884484922204,3161.83533199733,6932.0,4660.0,9530.800000000001,3546.0,10574.0,2594.090909090909,712.3822332715716,2318.0,2036.0,2884.0,1899.0,4469.0,1.825512022029357,0.6029833896474551,1.9739088541256462,1.2568724559574505,2.192479847879049,0.8897773433053042,2.8700942260624824,15639.4,8310.191378061038,16609.0,6938.0,22975.8,387.0,28922.0,2.155916413654332,-1.5403947069697175,3.4106051316484806e-17,0.6718677659048659,0.7998918141081903,0.8698770908995934,-0.12935587857542774,-0.4562611768238792,0.2989551189170008,-0.8042494754830745,1.3396405717617097,194894.16603045407,190652.8334679182,4241.116603824006,0.0,0.2159587118801053,44.95345242241534,97.82388493728881,2.176115062711189,0.09677419354838711,0.19354838709677422,1105.983875711275,1443.098806965991,0.7663951147160358,0.15415067982725872,1.887635467624699,-1.7098696738378398,0.00010644473915065949,0.9931996579838437,-1.2287082902934612,-0.1909468522391179,0.2819435998582667,-1.1039645281197719,-0.04915427234884276,1.1058751394285744,-0.6412042521795911,0.021091494016513,0.3373154662286405,0.8927109916699582,-1.4341569968982506,-0.03191965149327434,0.9127822712569117,8.0,632.9919244479884,0.6932161696254148,1.2799222546281035,1.9516666666666669,4.8525131873779035,11.71
4e8r_Math,94.16320726451734,76.14213197969544,109.0909090909091,7.314783687902389,32.94877711121366,93.0,641.0967741935484,21.012317478619682,50.554360078310815,0.07885605124422035,4.301075268817205,22.58064516129032,21.012418688252783,642.0,599.6,677.6,550.0,788.0,5.8125,5.31751446710258,-4.836082359040019,-0.00013675505296488442,0.9471792811098263,12.551868084927287,-0.19082813374554175,0.01598484778395829,-0.09286878750051025,0.10181578870138525,-0.4949815425037623,0.47836605624176864,536.2331180968056,292.06031312912796,228.37964160775886,0.0,0.0,15.793163359918662,1.2788369010173877,56.11796528511761,43.88203471488239,0.14035087719298245,0.17543859649122806,7.428976088788297,35.156256484981554,0.21131305865747937,0.00016308859852687263,0.017133485943609812,12.648201725394046,5.691519635742743,16.565433462175594,3.024698860849004,10.873913826432851,11.0,5158.181818181818,3174.436365719118,1851.9596411360305,0.35903341650504644,3174.90245519449,4914.0,3838.0,5482.0,3622.0,10542.0,2562.9,684.7435213275113,2544.0,1957.6,2942.7999999999997,1619.0,4169.0,1.7406433453081878,0.3834006113627185,1.8457143252906953,1.3659319295621244,2.104912978928813,1.1101246768089175,2.178650009307682,15135.565217391304,8591.661821466341,16453.0,6161.0,23601.0,459.0,28829.0,1.2624082553645433,-2.3404993541090695,3.031649005909761e-17,0.6623705474144627,1.0436926869237384,-0.6235796760450099,-0.0031030254361393366,-0.30957000083410074,0.4188811387166573,-1.1805552227476583,1.074423215389675,731511.2172113713,463468.0945919445,268029.42498114257,0.0,13.697638284164835,1.7291687083407061,63.35880603702271,36.64119396297728,0.08108108108108109,0.16216216216216217,1122.3327403225837,788.9977186278804,1.4224790691085838,0.09531017980432521,1.8874732391955291,-2.6721967480348265,-0.00018578980835906502,0.9886155677268671,-0.36882952650147116,-0.37115269938817524,0.14606024916317728,-0.7063376753914565,-0.031714392177934154,1.3409968735251714,-1.356055979632534,0.020894407347812564,0.5467485065205073,0.8328921721416419,-1.459493201329118,0.01312295858917702,0.6707962347732115,8.0,627.1224300063459,1.3059272220636733,1.7191624503732172,2.4036666666666666,10.447417776509386,14.421999999999999
4e8r_Reading,107.69746071189776,86.70520231213872,120.96774193548387,8.342216017601208,34.26253962334515,106.0,560.7358490566038,12.092103080775477,46.90844190966388,0.08365515061786014,0.0,8.49056603773585,12.159260629150896,545.0,524.0,600.0,496.0,692.0,10.6,5.409414575189498,-5.098122507397688,-2.538485469253038e-06,0.9444272456781476,11.285979613733845,-0.4729721058980038,0.0179264707958851,-0.09568862263022969,0.12057490309095938,-0.6966789313194477,0.7040372837450378,171.28752433250528,122.72969232686496,45.128182880489476,0.0,0.0,3.42964912515086,2.719579750239077,73.11524238898966,26.88475761101035,0.10526315789473684,0.24561403508771928,4.275204043611541,32.41864472918474,0.13187485409477365,0.008702013952136323,0.005995735306334157,9.684660213587097,5.429864253393665,17.6678445229682,3.5828469817420467,12.237980269574534,8.0,6949.5,3681.300967908836,2199.777431923512,0.31653751088905846,3682.0332116140085,7050.0,5226.0,8302.400000000001,3396.0,11050.0,2895.6666666666665,1147.6009759493934,2733.0,1736.4,3681.8,1504.0,5206.0,1.666651949922704,0.5763473934211397,1.6474080597194813,1.134202661139747,1.8881086438438888,0.8988073572480811,2.960880036086815,15271.421052631578,8860.176856472892,15861.0,6192.6,24022.4,849.0,28647.0,2.236071957046019,-1.7344426600371392,-7.579122514774402e-18,0.6569956929979146,0.975634923486171,0.34732157603647645,-0.019967215313451577,-0.40017174247951814,0.34486030066228257,-0.9906771149881519,1.0555173064836885,585854.7714461808,547610.7900544205,38243.04549743512,0.0,0.935894325177695,14.319225441685797,93.47225482249998,6.527745177500015,0.08823529411764706,0.17647058823529413,1301.5364389984693,963.0618476759317,1.3514567544538776,0.1335313926245223,1.7542043748771146,-2.2970930621420607,0.00014576710714736692,0.9916260519192076,-0.572131870585503,-0.2800693012695312,-0.0036524639123698267,-0.763662736955595,-0.031246258454996935,1.3188253309913056,-0.9627914445560892,0.010060806062139072,0.41090339645167695,1.2010156145739153,-1.6799920716915466,-0.0006360193367044607,0.8359109693528595,8.0,301.99112259074,0.7966051848289217,2.281616775547395,1.9017500000000003,6.372841478631374,15.214000000000002
4e8r_Relax,76.54598999164196,61.224489795918366,91.46341463414635,5.555767731697221,30.23892483822798,75.6,788.1058201058202,20.857641168428177,59.09931930949751,0.07498906593731557,7.936507936507938,59.523809523809526,20.859203795416626,790.0,735.2,824.0,656.0,980.0,3.978947368421052,5.460346042441553,-5.09042605960228,0.00011501553824927967,0.8972351812092982,16.050781567682733,0.07516409486283453,-0.0015796671409666983,-0.08256997661390159,0.0947187796819162,-0.43603202701221994,0.358648889484378,390.5407660220749,176.17826874308327,132.56480201141792,0.0,77.40874534803093,4.38894991954272,1.3289973361700407,57.06306810790659,42.9369318920934,0.09375,0.203125,7.374289754875634,41.226700623181415,0.17887169342698103,0.0022273937294117196,0.005784922785451946,15.320148837341687,3.4029038112522687,19.672131147540984,3.4908465128767454,16.269227336288715,12.8,4399.1875,3566.440165006602,2524.7703291277307,0.5739174175066943,3567.187850575061,3624.0,3375.6,4544.4,3050.0,17632.0,2150.323529411765,1118.699447640987,1818.0,1620.2,2188.2000000000003,1501.0,7967.0,2.130885182563837,0.3351857855665949,2.0845321288540304,1.849877814887198,2.4730154949694594,1.3690293895361278,2.9082607961372404,40456.867647058825,19755.31809554106,40335.5,22151.2,60581.6,727.0,73838.0,1.8383993514471808,-2.0103554041479934,3.562187581943969e-17,0.754706177587163,-0.6624069911693313,-0.05780656085351653,0.0014133007179502077,-0.5772747304475978,0.6053428349958326,-1.2342797946329116,1.2123062829503826,525142.5977441758,494861.5264976625,30278.976285500816,0.0,2.0949610124402027,16.343403483380925,94.23411903575767,5.765880964242318,0.0703125,0.1640625,1260.9270126861188,1295.3723143878033,0.9734089563910717,0.016176971267026552,2.992269531493922,-1.7089852551215634,-2.0543603533028546e-05,0.9957173256367238,0.06505075041889663,0.8132715318265841,-0.23920255046978917,-1.7509042412897098,-0.016869106862144642,0.9306625217341529,-0.8271411501232462,-0.0026807129141056788,0.3151568526494965,2.069435088236466,-1.2180178091003355,0.004995327650163168,0.9131768582706931,6.0,-201.13721216491376,0.6773433027940573,1.6731104770451135,2.7934666666666668,4.064059816764344,16.7608
4e8r_Speaking,97.10479521404301,79.7872340425532,109.48905109489051,7.707037349080292,29.70181705233732,96.0,621.8958333333334,16.348557926018668,50.69136168328442,0.08151101674307902,1.0416666666666665,14.583333333333334,16.353979074798506,622.0,568.0,662.0,548.0,752.0,12.0,6.510913482484128,-4.919512384254449,0.0026976258766090817,0.9520884349752768,12.399957805486867,-0.3129064419557828,0.015774330478082663,-0.08824737381413561,0.10217727952567683,-0.49723739539213846,0.5413579579718582,204.29869703288858,127.95704884579291,71.44435206930382,0.0,0.0,4.897296117791868,1.7910029993927241,64.1705866952639,35.82941330473609,0.1391304347826087,0.17391304347826086,5.780088086054439,35.53090496675018,0.1626777615561283,0.0015867363101098597,0.014031530804257878,12.211120542148675,8.35421888053467,19.430051813471504,2.9231755490786795,11.075832932936834,11.0,5164.909090909091,1399.8911386247146,1092.303442234508,0.2114855117502656,1402.0624807760887,5034.0,4188.0,6010.0,3088.0,7182.0,2925.1111111111113,618.4833500758025,2674.0,2525.0,3423.8,1981.0,4156.0,1.8469706041801317,0.7937136637528414,1.591799948672577,1.2798997899736615,2.110502000751213,1.1617011475665928,4.1977886305658,14314.363636363636,8418.923498153941,13832.0,6155.6,22124.6,661.0,29068.0,3.2421507839119807,-2.16380958880344,-2.2737367544323207e-17,0.764222472810897,3.3193063654556916,0.8870520557000433,-0.010635552655983902,-0.4680902878592482,0.35228801441817226,-1.0850353667459465,1.136361533431936,105102.86250238298,90417.16581725374,14684.05877419295,0.0,1.6379109362927806,6.157505033700954,86.02865111108518,13.971348888914815,0.08108108108108109,0.20270270270270271,494.9362585222464,609.1248476297777,0.8125366424438912,0.09531017980432521,2.4786227201923765,-2.2648089049933726,-0.00031121460662676936,0.9944629319397887,0.16934106585097242,0.38326374877845554,0.006594043604474848,-1.0944070003997222,-0.04044178523390212,0.9544675100373771,-0.726996445498849,0.02376978853203338,0.29557964464597775,1.6003343725621964,-1.4631405927409842,-0.005020118908963013,0.8278417949656757,9.0,713.3082488923371,0.5315206655800593,0.9048771976410808,1.6469999999999998,4.252165324640474,13.175999999999998
4e8r_Stroop,95.63699958180104,84.7457627118644,104.52961672473867,4.744896928402631,19.783854012874272,95.0,628.9473684210526,12.492261071992145,31.79651368544162,0.05055512636179003,0.0,8.421052631578947,12.525718223769708,626.0,598.0,658.0,574.0,708.0,15.833333333333334,5.082340161633932,-4.873066751322047,-0.00021956093630065213,0.9441209833566688,11.986754632788204,-0.3130527998504035,0.020502864471690918,-0.10079061215289133,0.10459439745929483,-0.5120714597517381,0.5629136385188901,108.16607169006922,34.267652005875064,72.74093947237989,0.0,0.0,1.157480211814265,0.4710916885928682,32.023271713503995,67.976728286496,0.06956521739130435,0.17391304347826086,4.416681258179187,21.939731070748515,0.20130972635611727,0.007875404072883008,0.007730574114855121,12.557004038873284,8.185538881309686,17.63668430335097,3.1536325679600195,9.451145422041286,10.0,5102.2,1879.1467199401243,1316.0803774845972,0.2579437061433494,1900.519578080338,4831.0,3904.4,6557.599999999999,3402.0,7330.0,3151.4444444444443,1245.5615521711136,2896.0,2351.4,3407.6000000000004,1743.0,6245.0,1.3390826922032266,0.31586862433191665,1.3527318894814058,0.9789988809205663,1.6346382335488312,0.9451791250284075,1.8800462662488078,16015.42857142857,8210.834744243664,16434.0,8018.0,23514.0,950.0,29313.0,1.9544057626283193,-2.310810843207907,-5.115907697472721e-17,0.5669024268400716,2.602082245412922,-0.7421016492509463,0.024119688612872708,-0.27472259096096663,0.3041790358331192,-0.9588533676830864,0.8374865688050611,250245.65142900473,239552.61876888762,10692.65580925162,0.0,0.3768508654819117,22.40347234983653,95.72712978205995,4.272870217940052,0.09022556390977444,0.1804511278195489,664.3786942570599,603.583997448001,1.1007228439887464,0.10536051565782678,2.241055333277958,-1.9365380488745727,-0.00018727712910343448,0.9876104918517268,-0.6895300151384718,0.2059414939287474,-0.057756680489515703,-1.1572482836473865,-0.039654216805056854,1.3005203518611956,-0.9174335828404736,0.028503728848809855,0.4887475821877289,1.0104591573945458,-1.4031282504400788,-0.028128312668864935,0.7881792145556852,8.0,855.4553766953704,1.1667196163043998,1.7684605347869682,2.116857142857143,8.167037314130798,14.818000000000001
4e8r_Video1,75.48666092617498,65.21739130434783,88.75739644970415,4.927169573809907,23.540005145356318,74.82758620689656,798.1935483870968,21.399388155811202,51.511524859974124,0.06453513056333647,10.691244239631335,84.19354838709677,21.404395533351277,800.0,750.8,843.6,676.0,920.0,4.988505747126437,5.817842676345434,-4.872392918985739,-9.94155953192157e-06,0.922351952297709,16.499408028914814,0.8002018243693293,-0.0016870737697396426,-0.08698878766853309,0.0922294415897713,-0.5132594963298269,0.3017147665354794,416.2026034012242,125.84736173505195,130.042261774311,0.0,155.66198406420335,4.650995827657942,0.967742024923103,49.18033017874491,50.81966982125509,0.078125,0.234375,7.565826239108594,35.63422046345912,0.21231911743002546,0.001420689959453103,0.005551164136125512,12.81893638044101,7.299270072992701,19.907100199071003,4.250199597059156,12.607830126078301,11.03448275862069,5188.4375,1907.3983239704073,1589.4589279354625,0.3063463572482973,1910.1443620498865,5309.0,3275.2000000000003,6778.8,3014.0,8220.0,2492.676470588235,759.6974909012539,2594.0,1641.6,2885.0,1519.0,4532.0,1.4709545957716021,0.3415080106107624,1.4293028630154208,1.22274156209786,1.7991008329254126,0.9820159156111987,2.4511990219682485,46588.58823529412,25175.21135855858,48207.5,20306.4,72495.8,843.0,85594.0,1.7427409380700802,-1.3437218172859782,7.840471567008002e-18,0.5161597265408576,0.0295383848932258,0.18527533530816925,-0.002647104004928817,-0.3555662998348336,0.32869024449203255,-0.8298810705744402,0.8886533012148159,243873.4840555884,185209.43305263916,58662.150107378366,0.0,1.9008955708828463,3.157222036928783,75.94547534105813,24.05452465894188,0.0703125,0.1640625,674.3671446516651,891.2489331101784,0.7566540834986875,0.00865268223679072,2.4396599013514284,-1.5996259375725945,2.5501401546848525e-05,0.9967704077382127,-0.9444537684165013,0.41249460481673006,-0.28059610800906076,-1.5251440002614431,0.016600361531936943,0.8549291705611147,-0.7481247315790243,-0.0008761723588844389,0.2775690800437415,1.5924563930869342,-1.3960507375686615,-0.0005200797869797445,0.9359943302569035,8.275862068965518,-76.28620891717037,0.6593514296255651,1.361396336509959,1.6879047619047618,5.456701486556401,12.222758620689655
