,max_eda,min_eda,mean_eda,sd_eda,ku_eda,sk_eda,median_eda,dynrange,scl_slope,max_scr,min_scr,mean_scr,sd_scr,max_scl,min_scl,mean_scl,sd_scl,nSCR,aucSCR,meanAmpSCR,maxAmpSCR,meanRespSCR,sumAmpSCR,sumRespSCR
2hpu_Math,1.9310636881324195,-3.1367710117889134,-0.00037096204693319427,0.9789344897922277,0.08572859429929913,-0.44559409152562496,-0.02882850439372067,-0.6156215040482429,-0.004766289469395188,1.3138264789468943,-1.308921821058818,0.013460421567102875,0.4519862734591789,1.2612422633797498,-2.4659287443269853,-0.003293973760347247,0.8481867762799865,16.0,404.1453776687391,0.8548969029307525,2.6227483000057124,0.7797333333333333,12.823453543961287,11.696
2hpu_Reading,3.3213149383819696,-1.6395595908116083,-0.00011211271893350083,0.9736682590153569,1.6379899218512044,1.318270566321413,-0.24023100153748533,-2.0257360311849752,0.0007096389307881668,1.8419270815358133,-2.0367103299228226,0.0036934193268210644,0.4871724883941727,1.6255416031766934,-1.1768028003464028,-0.008494796746083845,0.798803221335047,11.0,110.89407415568473,0.6912072479370273,1.3961990055892883,0.6559999999999999,7.603279727307299,6.56
2hpu_Relax,4.2457958452750075,-2.6558271349129376,5.213303032962964e-05,0.9881173975128579,3.1624028184805804,0.9278193057376839,-0.1956618891545978,-1.5986717619760262,-5.1424426469653335e-05,1.9112024052722807,-1.483771425053854,-0.002134281775451915,0.4822230003854568,2.3995537723844027,-1.683105719914999,0.005697008880010932,0.8283468537370033,7.6,-160.18598364824192,1.0201294395326912,3.3949738303261348,1.141888888888889,7.752983740448454,8.2216
2hpu_Speaking,2.387628000746437,-2.9951100866434883,-0.0001254669908871051,0.9819811715615115,0.5533506271779745,-0.544402064739744,0.09857230980979173,-0.7971753730835869,0.02326040932244537,1.4364285941456167,-1.1641784729614584,0.004378991361027614,0.42263047952262073,1.0328542012229867,-2.5960838589353568,0.014870677567044322,0.8333772707368728,16.0,131.57092404244605,0.6438088556332929,2.152847249167893,0.6859999999999999,10.300941690132687,10.29
2hpu_Stroop,2.4287950569486427,-2.0782713234758674,-0.00018025678366548163,0.9906843295345276,-0.25227447910010126,0.3028270175918367,-0.0591324460772612,-1.1686611991000921,0.008298208551274987,1.3035891534545991,-0.8474663469995694,-0.012927217870357437,0.3637369048165469,0.9901565143586923,-1.4755108579947571,-0.04325670014136009,0.7408838650475126,11.0,-387.9105201632319,0.6262935607779965,1.5355268783268083,0.6521999999999999,6.889229168557961,6.521999999999999
2hpu_Video1,2.4389887287612257,-1.1956901233035018,-7.297690752338163e-05,0.9978090640230287,-0.8623840469079402,0.6758521918855812,-0.3788774717707968,-2.0398167394932454,0.016106671115600504,0.6263107459803434,-0.5955652728541075,0.0015626553405236536,0.19794203608310146,1.9314938975254514,-1.0113580702761973,-0.0010445514522295118,0.9726632749314685,11.03448275862069,135.99384777985642,0.40491022347238953,1.0288485315544853,1.1139285714285714,4.328350664704853,10.755172413793105
2hpu_Video2,3.772505602289396,-2.0361196923272713,5.388628293119343e-05,0.9937173247387204,1.68502881169771,0.8192717444044135,-0.06982154721728204,-1.8527916686358683,-0.009598210328881899,2.213322416912053,-1.4924129116986076,2.8192965574276714e-05,0.4374836367764028,1.6389549489561581,-1.6307410605572015,0.007410927635657187,0.8303881755966885,4.067796610169491,1.6679044104657237,0.7292320107445691,1.570230796990928,1.284,2.9663675013338406,4.570169491525424
2z7d_Baseline,2.2423103494668473,-1.4186773094518612,-4.3370222757008985e-05,0.9968304083307677,-1.1635246817068565,0.21930672839402857,-0.022943088179246028,-1.5805640468960596,-0.051578761298206544,0.9038998726564749,-0.4990165191708945,-0.004790168102254536,0.2823891382988135,1.3415401654536991,-1.25968861358697,0.010002986796940908,0.9386279541947331,8.0,-143.6835402689432,0.7115850110913977,1.1638753514528974,1.242,5.692680088731182,9.936
2z7d_Breathing,3.5738006629835155,-2.25298425117009,6.994728222687425e-06,0.9794956330510893,1.6267231278402736,1.1147392644001064,-0.17189788789030486,-1.5862519505528978,-0.0009153114743219946,2.2206578315446484,-1.5702887385264028,-0.0021581216998933597,0.5993014054273113,1.7429760585235363,-1.063790692064027,0.00486844685333738,0.6667472860522428,7.333333333333333,-194.07749999444343,1.4653746021616152,3.23249403680971,2.2711999999999994,10.746080415851845,15.14133333333333
2z7d_Counting1,1.8749408204863043,-1.1490052913670454,-0.0001176847131213132,0.9932990446345946,-1.3834969967105057,0.4180110073249413,-0.3511133252256926,-1.6317947659366883,-0.04084623353277523,1.1210342576678345,-1.3586924754752931,0.004857316732767932,0.42387593256089573,1.2663802030667202,-1.058333619971494,-0.0069495719969847715,0.8579097184420839,8.0,145.7250994416276,0.7868945772501392,2.404207105275351,0.973,6.295156618001114,5.838
2z7d_Counting2,2.0285899952188324,-2.034177029442063,3.118723330784026e-05,0.9907083197685432,-0.32313611026556766,-0.3480875013008494,0.16913526903081838,-0.9972534178970829,-0.029645400104349615,1.3999231335318458,-0.7077388184903244,-0.0024196992486465205,0.4700417518340646,1.018512106333712,-1.6846383613663132,0.018385719968016807,0.8072926029605082,8.0,-72.55261692755721,1.1733068462238858,1.9019963360838463,1.566,9.386454769791087,10.962
2z7d_Counting3,2.90071311539247,-1.4331111062408228,4.5211280746025295e-05,0.9543771451435722,0.002572895400455799,0.9175268487143705,-0.3239790256659218,-2.0240671520586404,-0.017738761797865925,2.428301396165946,-1.1081267678425641,0.006811010983417854,0.6692274415862991,1.2238802666962387,-0.6886766210488489,0.004738721183211086,0.6173095061902206,13.0,204.49418991139623,1.376974150505777,3.3592408223327714,0.8773846153846154,17.9006639565751,11.406
2z7d_Math,3.057549588537588,-1.6510206440584465,0.0004156168436372961,0.9907171965069633,-0.8465893136814207,0.2959967509674255,-0.01701276128375982,-1.8519148137492034,0.03663010024065549,1.4120228966008472,-1.0918070602278847,-0.036653282341782126,0.4134743598150919,1.6455265150887872,-1.3430995722595958,0.03137895321201555,0.8730173187239032,10.0,-1100.3042780378614,0.7345598546912954,1.5375297832935524,1.3473333333333335,7.345598546912954,12.126000000000001
2z7d_Reading,1.9457662530033788,-1.7622991915051966,-2.02830860420363e-05,0.9945691551034723,-1.1371434753073364,0.02779095918701308,0.007511837585464274,-1.104106647941818,-0.049893347724297404,0.8891876367615169,-0.6350068504799561,0.004678057304553488,0.3102563089389352,1.4060459059116521,-1.400039682929732,-0.014118826796858351,0.9297181639519624,11.0,140.5355526822928,0.7342696854507911,1.206037306485118,1.2314545454545454,8.076966539958702,13.546
2z7d_Relax,3.9928122086628073,-2.0521713200678846,-1.6778412269901917e-05,0.9828283076862737,2.1568341507042055,1.183091632176413,-0.17096941899867113,-1.9456524753161093,-0.00045449572229432864,3.2372454731345237,-1.7924321617581862,-0.003418534075119845,0.6588211491191406,1.0672557851233984,-1.3296876361365377,-0.009481271695351871,0.5807115325649311,6.0,-256.4963556646386,1.646800946588383,5.02967763489271,1.5921333333333334,9.8808056795303,9.552800000000001
2z7d_Speaking,2.02380001389594,-1.3671396885694844,-6.409476640928915e-05,0.99653089857372,-0.8781645868751653,0.6812692526092423,-0.3586318656257489,-1.4803169206605042,-0.022775507748418283,0.5685499944937953,-0.48328629166805614,-0.004519035599732502,0.24999805787374307,1.7032509489422936,-1.0136963666505838,0.005627312978821738,0.922252786812916,9.0,-135.5968566500855,0.6095626957773196,0.944998300534192,1.269777777777778,5.486064261995876,11.428
2z7d_Stroop,3.2990582972226985,-1.3881753975695812,-8.448608812460255e-05,0.9802800556046827,1.4129000964588698,1.3749055285436147,-0.30817249383196543,-2.3765428367328028,-0.00175058154043247,2.3559718521894153,-1.3058442152869312,-0.001470889267548269,0.6728250236409218,0.9826400998736997,-0.8354765493227679,-0.0012346615158183643,0.6271373548383828,7.0,-44.12720700396858,1.7453557027553301,3.6618160674763462,1.3636666666666664,12.217489919287312,8.181999999999999
2z7d_Video1,2.3795526971854133,-2.2349488772970316,-1.671555792739744e-05,0.9974144573989872,0.07223022553810576,-0.5860648449543349,0.166978671339713,-1.0647011756543026,0.012186486325507895,1.350539196921764,-0.7726797665210798,-0.0002751291548294599,0.26628287743936874,1.3486503438496757,-2.1122209889200274,-0.001509306847961638,0.9415211346283213,5.517241379310345,-23.946789479419138,0.600662946756578,1.9257483214030326,2.0495,3.314002464863879,11.307586206896552
2z7d_Video2,3.9089942845333323,-1.708350950896103,5.332650134389072e-05,0.9901437967605299,3.3844308461739017,1.5243412956644413,-0.1268524914344273,-2.288168179075206,-0.014290260775787518,2.1724500659410473,-1.6927709422736859,-0.0015173474528794241,0.5121541380193217,1.824055845887752,-1.4300978909995408,0.00765672735851858,0.7575155621642436,5.084745762711865,-89.50699231017083,1.2219488922942028,3.865221008214733,1.3616000000000001,6.213299452343405,6.923389830508476
37ir_Baseline,2.496715623614681,-1.61102637707523,-1.3207415863871574e-05,0.9935570931657594,-0.8597602435586387,0.15387119620430229,0.007772347267696688,-1.549767067220459,-0.037830238073100486,1.4751217887939327,-0.9315401980151908,-0.007133455492415366,0.3759985559335631,1.2682021682513818,-1.4623018072690634,0.014289745960465946,0.880976341974392,4.0,-214.01559546285768,1.2993134275304898,2.4066619868091235,2.2279999999999998,5.197253710121959,8.911999999999999
37ir_Breathing,1.8532445863151494,-1.8250137400048716,4.368546654408823e-05,0.9986075456934714,-1.1154675588370218,-0.35474812114602844,0.18831598189582216,-1.0154688404210055,-0.01664966428157683,0.8317980951027166,-0.4914129749395555,0.002639557141155776,0.14371632329593617,1.3963163322837595,-1.6647854650053764,-0.0011999679946772732,0.97780473412947,3.6666666666666665,237.7454958562032,0.4985422898030512,0.9410690279294144,4.307454545454545,1.8279883959445211,15.793999999999999
37ir_Counting1,2.0359591097669543,-1.9955692683785893,-9.769578501339614e-05,0.9963385507195068,-0.8243712009666879,0.20459167478885631,-0.11619350757068464,-1.0202397591646528,-0.03122518874255995,1.3059035163523005,-1.0644952646550492,-0.0013856417207357453,0.3942188869563938,1.2909959635554844,-1.4961331422516253,0.001951017590386861,0.8244220286258747,5.0,-41.31916703715248,1.051758485610195,2.3703987810073497,1.9964,5.258792428050975,9.982
37ir_Counting2,2.458085837910413,-1.0231719479446915,-3.805296413547694e-05,0.9982906494760406,-0.4251931963800555,0.9410973982271013,-0.4816682641227432,-2.402417152706465,-0.04862482650166738,0.7003212558751307,-0.4703608307185637,0.003747093046827719,0.1924632307439443,1.7692067608737054,-0.8093832104965857,0.004450868890069372,0.9510109233947323,9.0,112.51069767220619,0.4389415235862551,1.1706820865936944,1.596,3.511532188690041,9.576
37ir_Counting3,2.6588744618963043,-1.2649134296091822,-0.00027520701112140764,0.9956398611729735,-0.727325202510182,0.6504188018831628,-0.33285751496911387,-2.1020208969698517,-0.04667371437597716,1.13245450204923,-0.6610284808579756,0.01290110223990058,0.2924421982205301,1.5324278173935655,-0.9446106047869581,-0.008704089327459558,0.9206779852057632,10.0,387.2244025149072,0.6451173127595995,1.7934829829072056,1.3788888888888888,5.806055814836395,12.41
37ir_Math,2.107689557305533,-1.7251584879471744,0.000152026754645946,0.9968893385780994,-1.0510343311324735,-0.06721051659673923,0.19549750778710961,-1.2217367691321772,-0.04946296724274008,1.0431634216186896,-0.6779520811510011,-0.0005839084847767187,0.29820760825993425,1.064901859468631,-1.4564936826553119,0.010617533280654182,0.9209000066732338,5.0,-17.462216772501677,0.8545630946839822,1.0898865353312766,1.3992,4.272815473419911,6.996
37ir_Reading,2.241774174086435,-1.3400761204248122,-0.00024078730454427083,0.9982997961781961,-0.6658128431443817,0.6159410445496425,-0.24969132630527757,-1.6728707719795641,-0.05171446331462826,0.617092335606242,-0.5593267367007141,0.020440898650888824,0.18249071696162533,1.6592752043842367,-1.1519490724203327,-0.036166035903112154,0.944961200807196,8.0,613.5064163900975,0.33746546712732967,0.6511058527454092,1.4179999999999997,2.3622582698913077,9.925999999999998
37ir_Relax,2.2182159102817556,-1.433329995402665,-2.718832081073439e-05,0.9988977178301063,-1.1671948946211879,0.028242221153836244,0.20756932387458726,-1.5475960995699338,0.018924154761532704,0.627981838969384,-0.4244724966366017,0.0007042335295501623,0.17045178561894334,1.7278285468581545,-1.36007062235851,-0.0034229242691633196,0.9741340457966275,6.8,52.820409960611315,0.4291286501925498,1.0524543356059857,1.840933333333333,2.9180748213093386,11.045599999999999
37ir_Speaking,2.2269148617369625,-1.56714634837121,-0.00014410931039155912,0.9916793778913159,-1.0177223399508724,0.28213792722752723,0.006820321922909305,-1.4209999366373618,0.00029088175778465344,1.3377355149011276,-0.6544782028096385,0.003801724904823099,0.35885358906348735,1.2391610399155462,-1.2164141174896852,-0.019647093842147387,0.8599463742175681,13.0,114.18571568783767,0.7891107031952292,1.929816717067807,1.0684615384615386,10.25843914153798,13.89
37ir_Stroop,2.836097873515332,-1.5063414291290425,6.997785718366838e-05,0.9910739404555104,0.6417785176405526,0.859001614068646,-0.10057096839589723,-1.882772271061513,-0.03346098034274961,1.3006730312216415,-0.817814613051177,0.014286928631854736,0.44507640980687696,1.5819721573262984,-1.2142769289165383,-0.026111327482893226,0.8149912120131482,9.0,428.85570633648587,0.9878925745670739,1.6108886833574725,1.2585,8.891033171103665,10.068
37ir_Video1,2.3775474608111336,-1.765423396314598,-2.1495066274205416e-05,0.9972757732064306,-0.9594058343860796,0.07905644606539196,0.01444451307776819,-1.346729326106345,0.0018176924865391522,1.3994434430945348,-1.1493762902385405,-0.0018347491168477137,0.2513546690042119,1.7864875038388217,-1.5832982770030712,0.007765305577630819,0.9271511764061972,3.103448275862069,-159.4920800422979,0.7470823799708505,2.548819733333075,6.017333333333333,2.318531524047467,18.67448275862069
37ir_Video2,2.421973908684927,-1.5170431606027635,5.792668642174002e-05,0.9996008291916977,-0.7463352971199217,0.37256642003925716,0.030311829823942357,-1.5965095599011232,-0.028496928321500192,0.5693790879318497,-0.2609589663238798,0.0016358502234545158,0.08057542384282747,1.859898969119074,-1.4405855369081615,-2.3926115533821897e-05,0.9895858059999614,2.0338983050847457,96.57073637141795,0.4310592407618622,0.8303380542557295,1.5110000000000001,0.8767306591766689,3.0732203389830515
45lx_Baseline,1.056262335009746,-2.3488320949920056,-6.641139211199818e-05,0.9991435657514683,-0.2942648409079789,-0.8980942152085465,0.4301230124488651,-0.4496968247589196,0.05244666708454421,0.30398773584648364,-0.24578438969543698,-0.003098174295306889,0.11696665254587006,0.9506599780997164,-2.273263134218646,0.004653553629192448,0.9754982474070608,9.0,-92.90690420510867,0.2042618882803995,0.35842005838849206,1.85175,1.8383569945235956,14.814
45lx_Breathing,1.9546751515073224,-2.355397373082197,1.160665995383978e-05,0.9982183258929854,-0.4899728218962731,-0.6127928578355456,0.3241730060648742,-0.8298706510610978,-0.014007163108979655,0.7549702127843791,-0.5489295222498342,0.004076909579800638,0.199805838417758,1.2252217978339581,-2.1738159687168057,-0.0024643283929981206,0.9555151077941316,4.666666666666667,367.18400755746,0.4209242095548214,1.218911608023665,2.636714285714286,1.9643129779225,12.304666666666668
45lx_Counting1,1.0292414325208645,-3.329254849033289,-9.264268162910033e-05,0.9985392032783541,3.7981560606697498,-2.0640721467668017,0.1962092523521941,-0.30915068962645614,0.017599238372963434,0.49054661393609056,-0.6412759349919817,-0.007943713403976432,0.20999934552130492,0.8123284031833301,-3.068258749158891,0.010512809674320207,0.8743685548026698,5.0,-238.18083845573508,0.3645919152267974,0.7918778568073879,2.4655000000000005,1.822959576133987,9.862000000000002
45lx_Counting2,1.8371413361553817,-1.7953903816472856,0.00013675621655459812,0.986605835839563,-1.0947509664283508,0.24825514588181563,-0.04706674180402901,-1.0232545272242068,0.04099310164657079,1.0212483686494807,-0.9864674812598146,0.005831302079374392,0.41365216430702767,1.4239528127341265,-1.3389353535415751,-0.0030096144857478975,0.878490186209635,10.0,175.02747359497727,0.9887951158871097,2.007715849909295,1.6608,9.887951158871097,16.608
45lx_Counting3,2.4016503387953754,-1.9229027932106943,0.00010466188744399763,0.9928962224660898,-0.2987200508439991,0.36098576758164513,-0.09776514225353031,-1.248971267437451,0.0336396424567609,0.8269114155869115,-0.7262551265724794,0.0005716870323872987,0.3545722634455566,1.60317456275765,-1.2015994775926342,0.011547637733454338,0.869236436160752,10.0,17.106664812612706,0.6377288024610076,1.2907129822077446,1.2351428571428573,6.377288024610076,8.646
45lx_Math,2.332542491344688,-1.8390438994858735,-4.8848082072557494e-05,0.9908751474695483,-0.977193818675357,0.262308457769939,-0.2821509337608933,-1.2683451939329877,0.046594694300224206,0.8275747107504641,-0.9676044871305529,0.00502072928535376,0.37320928218185745,1.4629963257017247,-1.1210660507043992,0.016210871677956918,0.9050932507028701,11.0,150.64878601655232,0.7155699944141358,1.795179197881017,1.767,7.871269938555494,14.136
45lx_Reading,1.4400547476792984,-2.230716393703893,-0.000264605578503703,0.9933504716590581,-0.9958075368856232,-0.4704275986019568,0.22083240445910637,-0.6455570738368153,0.034115734585254485,0.8346330244138496,-0.8530560897038881,-0.003567376945029646,0.33496371191372937,1.062745429143741,-1.5608544391377788,0.03052267032377052,0.8978584606592576,8.0,-107.05151262524478,0.7752098550827258,1.550007649642447,2.09225,6.201678840661806,16.738
45lx_Relax,1.945800391237266,-2.0626320779755143,2.4981145975737795e-05,0.9982977320197369,-1.0053267191159132,-0.18102331510151376,0.14615524301106603,-0.9433579609345941,-0.02140465799902121,0.4544465550200015,-0.25402775761127483,0.0015066687976629865,0.11123606852945768,1.4914270509447727,-1.8440690572268932,0.0013228058829993338,0.9794221739831722,4.8,113.01492065351093,0.2828501736865732,0.6792213065350452,3.4335,1.3576808336955515,16.4808
45lx_Speaking,2.263647500367462,-1.5513658921547504,0.0003716641383676536,0.9864451579474088,-0.7144589666273529,0.45835566948823003,-0.2077231651640538,-1.4591319248506855,0.01984997670655943,0.9296215947348307,-1.0373183754229602,-0.030765049407591286,0.5284943412179745,1.4426384183292118,-0.7131333216128158,0.05960480506819884,0.7032051802715756,7.0,-923.379588797872,0.7274808292004213,1.5741748094249042,1.2084,5.09236580440295,6.042
45lx_Stroop,1.0394982019870938,-3.2071531291009947,-5.144991275747467e-05,0.9963047121069196,3.859896795294963,-2.150764040580201,0.24189371512582789,-0.32411866853344734,0.023681027561377792,0.7732137709947389,-0.7907707799796684,-0.014958385879282627,0.3031141057019297,0.6865313827963304,-2.8617399647714303,0.014179450372802542,0.8180952912707151,9.0,-448.72805586271755,0.5534260690715492,1.5639845509744073,2.0595,4.980834621643943,16.476
45lx_Video1,1.8601548823826082,-1.5251615831261118,3.693827616243443e-05,0.9996263202371334,-1.2672932250645808,0.28489522098517894,-0.3264067441093743,-1.2196444645359237,-0.017070076196319915,0.24014339539858454,-0.23352417035627754,-0.00043602427778921863,0.06838814975901833,1.809818052041669,-1.4975154524789418,0.0007341054633180156,0.994416311640323,4.827586206896552,-37.95979613396722,0.14298840671072607,0.42919835711674703,4.0084285714285715,0.6902888599828155,19.35103448275862
45lx_Video2,1.8534551083526292,-1.8529945075693175,7.657495767668896e-05,0.999395426549174,-1.1754889758339802,-0.13948455065710894,0.13776716543548206,-1.0002485710461797,-0.02785737413553395,0.42147148437882276,-0.4461844011494559,-0.001082348621984756,0.07599115147689837,1.507359080509213,-1.698872355169626,0.004001060469913219,0.9892433238751809,3.5593220338983054,-63.89731667297575,0.16599777586926182,0.8676558855282787,1.8411428571428576,0.5908395412295759,6.553220338983053
4e8r_Baseline,2.819460826387843,-1.7794788968860527,-8.632878634006526e-05,0.9872900029961736,0.23244309098668614,0.66012674080666,-0.1240930592628115,-1.5844306056799418,-0.028306635224615517,1.5391648214879918,-1.340608041396099,0.011082171622978337,0.5897805684817944,1.360523305314926,-0.8724977433358918,-0.02790374193401297,0.6660850121511828,9.0,332.70371749259823,1.3097371261943658,2.598742581234413,1.9045,11.787634135749292,15.236
